appno,startdate,stopdate,address,ward,gpsx,gpsy
SF1118362,2021-04-19 07:00:00,2021-04-19 05:00:00,725 William T Morrissey BLVD Dorchester 02122,16,777895.406161305,2933404.987481
ERT788404,2021-04-19 07:00:00,2021-04-19 06:00:00,137 Amory ST Roxbury 02119,11,763987.967436546,2941464.0562902
ERT959357,2021-04-19 07:00:00,2021-04-19 06:00:00,2505 to 2525 Washington ST Roxbury 02119,09,767740.396189624,2944622.63661608
ERT966917,2021-04-19 07:00:00,2021-04-19 06:00:00,529 Harvard ST Dorchester 02126,14,765568.652582582,2929766.93963624
ERT667018,2021-04-19 07:00:00,2021-04-19 05:00:00,191 to 195 Bowdoin ST Dorchester 02122,15,772886.775545523,2936427.34634246
ALT1155886,2021-04-19 07:00:00,2021-04-19 06:00:00,6 W Cedar ST Boston 02108,05,772545.238427207,2955577.62513249
ALT672379,2021-04-19 07:00:00,2021-04-19 06:00:00,147 Grampian WAY Dorchester 02125,13,777972.085344255,2938273.49423636
ALT868099,2021-04-19 07:00:00,2021-04-19 04:00:00,39 to 41 N Margin ST Boston 02113,03,776006.587487584,2958294.05047222
SF1138949,2021-04-19 07:00:00,2021-04-19 06:00:00,19 Claremont PARK Roxbury 02118,04,769385.624632254,2950062.67402334
ALT918803,2021-04-19 07:00:00,2021-04-19 06:00:00,212 Dorchester ST South Boston 02127,07,777767.845760062,2946741.68602026
ALT1133908,2021-04-19 07:00:00,2021-04-19 06:00:00,1430 Columbia RD South Boston 02127,07,779776.258113936,2945844.93875542
SF926088,2021-04-19 07:00:00,2021-04-19 06:00:00,26 Braddock PARK Boston 02116,04,769993.259704828,2950743.50032797
FND1160956,2021-04-19 07:00:00,2021-04-19 06:00:00,450 Massachusetts AV Roxbury 02118,09,769359.400353541,2949397.09788783
SF1037748,2021-04-19 07:00:00,2021-04-19 06:00:00,23 Upton ST Roxbury 02118,03,771886.284538582,2950082.37613536
ERT837335,2021-04-19 07:00:00,2021-04-19 06:00:00,197 to 207 Maverick ST East Boston 02128,01,781458.330316569,2959741.725781
ERT779522,2021-04-19 07:00:00,2021-04-19 06:00:00,35 Lomasney WY Boston 02114,03,773757.132764416,2958442.69955219
ERT546146,2021-04-19 07:00:00,2021-04-19 03:30:00,25 Amory ST Roxbury 02119,11,764517.408895015,2942574.90232959
A1146160,2021-04-19 07:00:00,2021-04-19 06:00:00,20 to 22 Fleet ST Boston 02113,03,777009.941503361,2958242.70958297
ALT966748,2021-04-19 07:00:00,2021-04-19 11:00:00,100 Hemenway ST Boston 02115,04,767060.136387134,2950426.63862299
ERT881698,2021-04-19 07:00:00,2021-04-19 06:00:00,799 E Third ST South Boston 02127,06,783852.879572328,2948016.48095498
ALT1021495,2021-04-19 07:00:00,2021-04-19 06:00:00,183 to 185 Harvard ST Dorchester 02124,14,768775.626295686,2933237.80616768
ERT860060,2021-04-19 06:00:00,2021-04-19 08:00:00,115 Federal ST Boston 02110,03,775909.575902343,2954524.89089151
ALT1133783,2021-04-19 06:00:00,2021-04-24 07:00:00,1663 Columbia RD South Boston 02127,07,781864.000003874,2945300.00000291
ERT1037077,2021-04-19 05:00:00,2021-04-21 05:00:00,1001 Boylston ST Boston 02215,05,767415.665115256,2951846.08035176
ALT995800,2021-04-18 10:00:00,2021-04-23 07:00:00,7 Allstate RD Dorchester 02125,07,774254.527260795,2945338.60726695
ERT766946,2021-04-18 08:00:00,2021-04-18 04:00:00,150 Seaport BLVD Boston 02210,06,779752.600955154,2953153.8283199
ERT682958,2021-04-18 08:00:00,2021-04-18 04:00:00,95 Saint Alphonsus ST Mission Hill 02120,10,763969.604670178,2946904.83161202
ERT1037077,2021-04-18 08:00:00,2021-04-18 06:00:00,1001 Boylston ST Boston 02215,05,767415.665115256,2951846.08035176
ALT902102,2021-04-18 06:00:00,2021-04-18 06:00:00,1 Post Office SQ Boston 02109,03,776448.999998838,2955360.00001228
ERT891330,2021-04-18 06:00:00,2021-04-18 06:00:00,43 to 61 Pier 4 BL Boston 02210,06,779190.015983332,2952969.24454191
ERT536891,2021-04-17 12:00:00,2021-04-23 12:00:00,50 to 150 Causeway ST Boston 02114,03,774628.606784228,2958574.97927649
ALT1117612,2021-04-17 08:00:00,2021-04-17 04:00:00,116 Chandler ST Boston 02116,04,771392.979322136,2951417.35533661
ALT76588,2021-04-17 08:00:00,2021-04-17 04:00:00,815 E Fifth ST South Boston 02127,06,783789.50715369,2947062.79510827
ALT798500,2021-04-17 08:00:00,2021-04-17 04:00:00,10 Midland ST Dorchester 02125,13,776713.917151079,2938864.54377292
ERT879664,2021-04-17 08:00:00,2021-04-17 04:00:00,25 Porter ST East Boston 02128,01,780964.629982022,2961766.3076191
ERT795027,2021-04-17 08:00:00,2021-04-17 04:00:00,1719 to 1721 Centre ST West Roxbury 02132,20,751156.915866133,2929922.50974926
ERT1053313,2021-04-17 08:00:00,2021-04-17 04:00:00,271 E Eighth ST South Boston 02127,07,777874.736848174,2946167.4612485
SF1047810,2021-04-17 08:00:00,2021-04-17 04:00:00,223 Commonwealth AVE Boston 02116,05,769147.958712041,2953323.13601038
ALT821591,2021-04-17 08:00:00,2021-04-17 04:00:00,135 William T Morrissey BLVD Dorchester 02127,13,778087.425920367,2940504.38895844
ERT768770,2021-04-17 08:00:00,2021-04-17 04:00:00,466 to 476 River ST Mattapan 02126,18,766518.874775719,2923052.03886489
ERT807322,2021-04-17 08:00:00,2021-04-17 04:00:00,223 Saratoga ST East Boston 02128,01,782307.75735236,2962992.45529383
ERT793552,2021-04-17 08:00:00,2021-04-19 04:00:00,80 Terrace ST Mission Hill 02120,10,765038.679306946,2945314.16633694
ALT1133908,2021-04-17 08:00:00,2021-04-17 04:00:00,1430 Columbia RD South Boston 02127,07,779776.258113936,2945844.93875542
ERT819924,2021-04-17 08:00:00,2021-04-17 04:00:00,1550 Soldiers Field RD Brighton 02135,22,750875.140828488,2956442.57604221
ALT1072156,2021-04-17 08:00:00,2021-04-17 04:00:00,9 to 9A Hancock ST Charlestown 02129,02,774370.719964906,2963280.02609965
ERT720998,2021-04-17 08:00:00,2021-04-17 04:00:00,212 to 222 Stuart ST Boston 02116,05,772851.702564451,2953022.72406189
ERT652809,2021-04-17 08:00:00,2021-04-17 12:00:00,40 Trinity PL Boston 02116,04,771014.362504263,2952248.97698261
SF1165772,2021-04-17 08:00:00,2021-04-19 04:00:00,10 Woodville PARK Roxbury 02119,08,771126.214777887,2942564.09654436
ERT1037077,2021-04-17 08:00:00,2021-04-17 08:00:00,1001 Boylston ST Boston 02215,05,767415.665115256,2951846.08035176
SF1037748,2021-04-17 08:00:00,2021-04-17 04:00:00,23 Upton ST Roxbury 02118,03,771886.284538582,2950082.37613536
ALT1029251,2021-04-17 08:00:00,2021-04-17 04:00:00,201 Brookline AVE Boston 02215,21,763639.531020556,2950939.49367545
ERT740030,2021-04-17 08:00:00,2021-04-19 04:00:00,125 Sumner ST East Boston 02128,01,780052.086593579,2959971.38203322
ERT682958,2021-04-17 08:00:00,2021-04-17 04:00:00,95 Saint Alphonsus ST Mission Hill 02120,10,763969.604670178,2946904.83161202
ERT1069955,2021-04-17 08:00:00,2021-04-17 04:00:00,6 Stack ST Charlestown 02129,02,771272.058321346,2963642.15464069
ALT966530,2021-04-17 08:00:00,2021-04-19 04:00:00,180 W Canton ST Roxbury 02116,04,770797.122681573,2950554.3361678
ERT837335,2021-04-17 08:00:00,2021-04-17 04:00:00,197 to 207 Maverick ST East Boston 02128,01,781458.330316569,2959741.725781
SF1164006,2021-04-17 08:00:00,2021-04-19 04:00:00,21 Lexington ST East Boston 02128,01,780763.388042629,2962784.61275133
ALT926365,2021-04-17 08:00:00,2021-04-17 04:00:00,70 Auckland ST Dorchester 02125,15,776252.835678652,2939106.30434914
SF1175186,2021-04-17 08:00:00,2021-04-19 04:00:00,82 Chelsea ST East Boston 02128,01,781393.699011445,2960945.03579348
ERT872422,2021-04-17 08:00:00,2021-04-19 04:00:00,37 N Beacon St Allston 02134,22,753609.187287369,2954266.565354
ALT810208,2021-04-17 08:00:00,2021-04-17 04:00:00,274 Athens ST South Boston 02127,06,778112.90082444,2948700.49530281
ALT1143391,2021-04-17 08:00:00,2021-04-18 05:00:00,201 Brookline AVE Boston 02215,21,763639.531020556,2950939.49367545
ERT862218,2021-04-17 08:00:00,2021-04-17 04:00:00,6 Kemble PL South Boston 02127,06,783874.128519013,2948458.49917114
SF1143806,2021-04-17 08:00:00,2021-04-17 05:00:00,50 Leo M Birmingham PW Brighton 02135,22,751775.940794705,2956424.55884905
ALT902435,2021-04-17 08:00:00,2021-04-17 04:00:00,111 Hutchings ST Dorchester 02121,12,766543.537909612,2938904.74998096
ERT605925,2021-04-17 08:00:00,2021-04-17 04:00:00,55 W Fifth ST South Boston 02127,06,776243.811162358,2949091.09361044
ERT881698,2021-04-17 08:00:00,2021-04-17 04:00:00,799 E Third ST South Boston 02127,06,783852.879572328,2948016.48095498
ALT788188,2021-04-17 08:00:00,2021-04-17 04:00:00,10 to 11 Arlington ST Boston 02116,05,771791.743162498,2954403.02474739
ERT847969,2021-04-17 08:00:00,2021-04-17 03:00:00,90 Antwerp ST Brighton 02135,22,753660.917850701,2956876.73505392
ERT779522,2021-04-17 08:00:00,2021-04-17 06:00:00,35 Lomasney WY Boston 02114,03,773757.132764416,2958442.69955219
ERT891382,2021-04-17 08:00:00,2021-04-19 04:00:00,99 to 111 Sumner ST East Boston 02128,01,779815.990599976,2960070.13553971
ERT889196,2021-04-17 08:00:00,2021-04-19 04:00:00,21 to 35 W Second ST South Boston 02127,06,776136.391640912,2950397.91929584
ERT966917,2021-04-17 08:00:00,2021-04-17 04:00:00,529 Harvard ST Dorchester 02126,14,765568.652582582,2929766.93963624
ERT780842,2021-04-17 08:00:00,2021-04-17 04:00:00,370 to 398 Harrison AV Roxbury 02118,03,774093.498909787,2950677.94678286
ERT1067391,2021-04-17 08:00:00,2021-04-17 04:00:00,180 Ruggles ST Mission Hill 02120,09,767577.539740885,2947071.5150217
ERT888715,2021-04-17 08:00:00,2021-04-17 04:00:00,1545 VFW PW West Roxbury 02132,20,744927.758744938,2922980.32535541
ERT775611,2021-04-17 08:00:00,2021-04-17 00:00:00,457 to 469A W Broadway South Boston 02127,06,778811.879521042,2947698.37011714
ERT652881,2021-04-17 08:00:00,2021-04-17 04:00:00,50 Stedman ST Jamaica Plain 02130,11,762218.889667526,2935852.46411393
ERT1029866,2021-04-17 08:00:00,2021-04-17 04:00:00,97 to 101 Carolina AV Jamaica Plain 02130,11,761219.615521853,2937456.51158624
SF1177014,2021-04-17 08:00:00,2021-04-17 04:00:00,55 to 57 Traveler ST Roxbury 02118,03,774392.932780178,2950551.00228988
ALT966748,2021-04-17 08:00:00,2021-04-18 04:00:00,100 Hemenway ST Boston 02115,04,767060.136387134,2950426.63862299
SF1151169,2021-04-17 08:00:00,2021-04-17 04:00:00,715 Boylston ST Boston 02116,05,769696.958232552,2952720.88224982
ALT672379,2021-04-17 08:00:00,2021-04-17 04:00:00,147 Grampian WAY Dorchester 02125,13,777972.085344255,2938273.49423636
ALT918803,2021-04-17 08:00:00,2021-04-17 04:00:00,212 Dorchester ST South Boston 02127,07,777767.845760062,2946741.68602026
SF1175868,2021-04-17 08:00:00,2021-04-19 04:00:00,333 Maverick ST East Boston 02128,01,782911.247236863,2958937.66484761
ERT632117,2021-04-17 08:00:00,2021-04-19 04:00:00,301 to 303 Border ST East Boston 02128,01,780509.913771609,2963244.59373039
ERT667018,2021-04-17 07:00:00,2021-04-17 03:30:00,191 to 195 Bowdoin ST Dorchester 02122,15,772886.775545523,2936427.34634246
ERT813663,2021-04-17 07:00:00,2021-04-17 06:00:00,70 Leo M Birmingham PW Brighton 02135,22,751571.403413257,2956095.7403102
ALT810445,2021-04-17 07:00:00,2021-04-17 04:00:00,29 Commonwealth AVE Boston 02116,05,771222.785017967,2954102.3402991
ERT660670,2021-04-17 07:00:00,2021-04-17 04:00:00,89 to 95 Brighton AVE Allston 02134,21,756250.674532523,2953849.44359845
ERT926421,2021-04-17 07:00:00,2021-04-17 03:00:00,111 Francis ST Boston 02215,04,761685.671246347,2948244.27590427
ALT792588,2021-04-17 07:00:00,2021-04-18 03:00:00,100 E Newton ST Boston 02118,08,772366.737330346,2947872.38131904
ALT1036141,2021-04-17 07:00:00,2021-04-17 04:00:00,640 Soldiers Field RD Boston 02134,22,758860.24250129,2958629.05880281
ERT945270,2021-04-17 07:00:00,2021-04-17 04:00:00,10 Fan Pier BL Boston 02210,06,779200.137100615,2954292.71634944
ERT611289,2021-04-17 07:00:00,2021-04-17 05:00:00,640 to 720 Atlantic AVE Boston 02110,03,776202.354349032,2952889.18338986
SF1151786,2021-04-17 07:00:00,2021-04-17 03:30:00,493 Centre ST Jamaica Plain 02130,19,760844.30248031,2941327.1203192
ERT1022776,2021-04-17 07:00:00,2021-04-18 06:00:00,665 Commonwealth AV Boston 02215,05,763470.223968332,2952777.31771752
ERT971653,2021-04-17 07:00:00,2021-04-17 04:00:00,174 Ipswich ST Boston 02215,05,765631.893206522,2951467.02448878
A1059511,2021-04-17 07:00:00,2021-04-17 03:00:00,10 Winthrop SQ Boston 02110,03,775621.897663714,2954647.43791758
ALT1054695,2021-04-17 07:00:00,2021-04-17 03:00:00,426 Stuart ST Boston 02116,04,771118.198329881,2952308.83197744
ALT881091,2021-04-17 07:00:00,2021-04-17 04:00:00,569 Boylston ST Boston 02116,05,770657.486265451,2953086.41556217
ERT766946,2021-04-17 07:00:00,2021-04-17 04:00:00,150 Seaport BLVD Boston 02210,06,779752.600955154,2953153.8283199
ALT915713,2021-04-17 07:00:00,2021-04-17 05:00:00,561 E Sixth ST South Boston 02127,07,781069.674243137,2946679.15754019
SF1118362,2021-04-17 07:00:00,2021-04-17 05:00:00,725 William T Morrissey BLVD Dorchester 02122,16,777895.406161305,2933404.987481
ALT921264,2021-04-17 06:00:00,2021-04-19 04:00:00,250 Franklin ST Boston 02110,03,776638.999999016,2955300.00001222
ALT973185,2021-04-17 06:00:00,2021-04-17 02:00:00,1620 Tremont ST Mission Hill 02120,10,763229.050243199,2946848.14822786
ALT1137667,2021-04-17 06:00:00,2021-04-17 02:00:00,500 Boylston ST Boston 02116,04,771346.977370083,2953049.76266612
ALT902102,2021-04-17 06:00:00,2021-04-17 06:00:00,1 Post Office SQ Boston 02109,03,776448.999998838,2955360.00001228
ERT860060,2021-04-17 06:00:00,2021-04-18 08:00:00,115 Federal ST Boston 02110,03,775909.575902343,2954524.89089151
ALT955915,2021-04-17 05:00:00,2021-04-23 12:00:00,50 SUDBURY ST NorthEnd/ 02113,03,0,0
ERT891330,2021-04-17 05:00:00,2021-04-17 06:00:00,43 to 61 Pier 4 BL Boston 02210,06,779190.015983332,2952969.24454191
SF1155665,2021-04-17 05:00:00,2021-04-18 06:00:00,75 Francis ST Boston 02115,04,762492.481316271,2947685.43616332
ERT925378,2021-04-17 05:00:00,2021-04-23 03:00:00,50 Sudbury ST Boston 02114,03,775122.909848592,2957324.56369139
ERT992394,2021-04-17 03:00:00,2021-04-17 04:00:00,370 Summer St Boston 02210,06,778724.107257731,2952469.45856894
ERT923956,2021-04-16 06:00:00,2021-04-16 06:00:00,99 Blackstone ST Boston 02109,03,776223.773998626,2957083.3989286
ALT1161011,2021-04-15 06:00:00,2021-04-15 05:00:00,800 Boylston ST Boston 02199,04,769309.897281354,2951861.40995205
ERT1037077,2021-04-15 05:00:00,2021-04-16 05:00:00,1001 Boylston ST Boston 02215,05,767415.665115256,2951846.08035176
ERT836145,2021-04-14 06:00:00,2021-04-15 07:00:00,217 Albany ST Roxbury 02118,03,774648.890653163,2951211.55456841
SF1177014,2021-04-13 06:00:00,2021-04-14 08:00:00,55 to 57 Traveler ST Roxbury 02118,03,774392.932780178,2950551.00228988
ERT779522,2021-04-13 06:00:00,2021-04-16 08:00:00,35 Lomasney WY Boston 02114,03,773757.132764416,2958442.69955219
ERT611289,2021-04-12 09:00:00,2024-05-06 05:00:00,640 to 720 Atlantic AVE Boston 02110,03,776202.354349032,2952889.18338986
ERT888715,2021-04-12 08:00:00,2021-04-16 04:00:00,1545 VFW PW West Roxbury 02132,20,744927.758744938,2922980.32535541
ERT860060,2021-04-12 06:00:00,2021-04-16 11:00:00,115 Federal ST Boston 02110,03,775909.575902343,2954524.89089151
ALT902102,2021-04-12 06:00:00,2021-04-16 07:00:00,1 Post Office SQ Boston 02109,03,776448.999998838,2955360.00001228
ERT1005194,2021-04-12 06:00:00,2021-04-16 06:00:00,1870 Columbus AVE Roxbury 02119,11,764953.384628132,2941310.78307119
ALT966748,2021-04-12 06:00:00,2021-04-16 11:00:00,100 Hemenway ST Boston 02115,04,767060.136387134,2950426.63862299
ERT766946,2021-04-12 06:00:00,2021-04-16 01:00:00,150 Seaport BLVD Boston 02210,06,779752.600955154,2953153.8283199
ALT1029251,2021-04-12 06:00:00,2021-04-16 11:00:00,201 Brookline AVE Boston 02215,21,763639.531020556,2950939.49367545
ERT891330,2021-04-12 05:00:00,2021-04-16 11:36:00,43 to 61 Pier 4 BL Boston 02210,06,779190.015983332,2952969.24454191
ERT860060,2021-04-12 05:00:00,2021-04-16 07:00:00,115 Federal ST Boston 02110,03,775909.575902343,2954524.89089151
ERT1037077,2021-04-12 05:00:00,2021-04-14 05:00:00,1001 Boylston ST Boston 02215,05,767415.665115256,2951846.08035176
ERT923956,2021-04-12 05:00:00,2021-04-16 10:00:00,99 Blackstone ST Boston 02109,03,776223.773998626,2957083.3989286
ERT923956,2021-04-12 05:00:00,2021-04-16 10:00:00,99 Blackstone ST Boston 02109,03,776223.773998626,2957083.3989286
ERT652809,2021-04-12 04:00:00,2021-04-16 12:00:00,40 Trinity PL Boston 02116,04,771014.362504263,2952248.97698261
ALT926365,2021-04-11 08:00:00,2021-04-11 04:00:00,70 Auckland ST Dorchester 02125,15,776252.835678652,2939106.30434914
ERT1037077,2021-04-11 08:00:00,2021-04-11 06:00:00,1001 Boylston ST Boston 02215,05,767415.665115256,2951846.08035176
ERT766946,2021-04-11 08:00:00,2021-04-11 00:00:00,150 Seaport BLVD Boston 02210,06,779752.600955154,2953153.8283199
ERT974770,2021-04-11 07:00:00,2021-04-11 11:59:00,533 to 545 Commonwealth AV Boston 02215,05,765102.756218559,2952524.65709038
ERT891330,2021-04-11 06:00:00,2021-04-11 06:00:00,43 to 61 Pier 4 BL Boston 02210,06,779190.015983332,2952969.24454191
ERT923956,2021-04-11 06:00:00,2021-04-11 06:00:00,99 Blackstone ST Boston 02109,03,776223.773998626,2957083.3989286
ERT536891,2021-04-10 12:00:00,2021-04-16 12:00:00,50 to 150 Causeway ST Boston 02114,03,774628.606784228,2958574.97927649
ERT974770,2021-04-10 12:00:00,2021-04-10 09:00:00,533 to 545 Commonwealth AV Boston 02215,05,765102.756218559,2952524.65709038
ALT995800,2021-04-10 10:00:00,2021-04-10 07:00:00,7 Allstate RD Dorchester 02125,07,774254.527260795,2945338.60726695
SF1094985,2021-04-10 10:00:00,2021-04-10 06:00:00,1 to 5 Winthrop SQ Boston 02110,03,775665.917342111,2954494.53005947
ERT779522,2021-04-10 08:00:00,2021-04-10 06:00:00,35 Lomasney WY Boston 02114,03,773757.132764416,2958442.69955219
ERT784650,2021-04-10 08:00:00,2021-04-10 04:00:00,171 Washington St Brighton 02135,21,751990.974983695,2951978.57523427
ALT935805,2021-04-10 08:00:00,2021-04-10 04:00:00,138 Centre ST Dorchester 02124,17,773515.257148102,2931719.90843827
SF1177014,2021-04-10 08:00:00,2021-04-10 08:00:00,55 to 57 Traveler ST Roxbury 02118,03,774392.932780178,2950551.00228988
ALT918803,2021-04-10 08:00:00,2021-04-10 04:00:00,212 Dorchester ST South Boston 02127,07,777767.845760062,2946741.68602026
ERT682958,2021-04-10 08:00:00,2021-04-10 04:00:00,95 Saint Alphonsus ST Mission Hill 02120,10,763969.604670178,2946904.83161202
ALT1072156,2021-04-10 08:00:00,2021-04-10 04:00:00,9 to 9A Hancock ST Charlestown 02129,02,774370.719964906,2963280.02609965
ALT1029251,2021-04-10 08:00:00,2021-04-10 04:00:00,201 Brookline AVE Boston 02215,21,763639.531020556,2950939.49367545
ERT605925,2021-04-10 08:00:00,2021-04-10 04:00:00,55 W Fifth ST South Boston 02127,06,776243.811162358,2949091.09361044
ERT583689,2021-04-10 08:00:00,2021-04-10 04:00:00,415 to 425A Lagrange ST West Roxbury 02132,20,748493.191940799,2927685.06187451
SF1125218,2021-04-10 08:00:00,2021-04-10 04:00:00,20 Brent ST Dorchester 02124,17,772438.100059107,2930705.00290132
ERT889196,2021-04-10 08:00:00,2021-04-10 04:00:00,21 to 35 W Second ST South Boston 02127,06,776136.391640912,2950397.91929584
ERT889196,2021-04-10 08:00:00,2021-04-10 04:00:00,21 to 35 W Second ST South Boston 02127,06,776136.391640912,2950397.91929584
ERT889967,2021-04-10 08:00:00,2021-04-10 04:00:00,216 Havre ST East Boston 02128,01,781499.646823649,2961969.24701814
SF1164006,2021-04-10 08:00:00,2021-04-10 04:00:00,21 Lexington ST East Boston 02128,01,780763.388042629,2962784.61275133
ERT740030,2021-04-10 08:00:00,2021-04-10 04:00:00,125 Sumner ST East Boston 02128,01,780052.086593579,2959971.38203322
ERT878686,2021-04-10 08:00:00,2021-04-10 03:30:00,181 to 191 Talbot AV Dorchester 02124,14,770050.704803959,2931759.99297499
ALT902435,2021-04-10 08:00:00,2021-04-10 04:00:00,111 Hutchings ST Dorchester 02121,12,766543.537909612,2938904.74998096
ERT1069955,2021-04-10 08:00:00,2021-04-10 04:00:00,6 Stack ST Charlestown 02129,02,771272.058321346,2963642.15464069
ERT891382,2021-04-10 08:00:00,2021-04-10 04:00:00,99 to 111 Sumner ST East Boston 02128,01,779815.990599976,2960070.13553971
SF1173535,2021-04-10 08:00:00,2021-04-10 04:00:00,15 Arlington ST Boston 02116,05,771964.481978655,2953891.0407789
ERT780842,2021-04-10 08:00:00,2021-04-10 08:00:00,370 to 398 Harrison AV Roxbury 02118,03,774093.498909787,2950677.94678286
ERT927721,2021-04-10 08:00:00,2021-04-10 04:00:00,55 Bigelow ST Brighton 02135,22,746069.593880421,2954163.79741242
